instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,pctghum,windspeed,comfindex,casual,registered,cnt,simurevenue
9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,46%,0.1343,0.22570999999999997,6,178,184,291.0
9719,2012-02-14,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,50%,0.1045,0.22065,4,105,109,173.5
9720,2012-02-14,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,50%,0.1045,0.22065,5,72,77,128.0
9721,2012-02-14,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,50%,0.0896,0.22512000000000001,2,55,57,90.5
9722,2012-02-15,1,1,2,0,0,3,1,1,0.32,0.3485,0.57,56%,0.0,0.22399999999999998,0,22,22,33.0
9723,2012-02-15,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,53%,0.0,0.238,0,5,5,7.5
9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,61%,0.0,0.21,0,4,4,6.0
9725,2012-02-15,1,1,2,3,0,3,1,1,0.28,0.3182,0.75,75%,0.0,0.196,0,3,3,4.5
9726,2012-02-15,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,70%,0.1045,0.16465000000000002,0,1,1,1.5
9727,2012-02-15,1,1,2,5,0,3,1,1,0.28,0.2879,0.7,70%,0.1045,0.16465000000000002,0,25,25,37.5
9728,2012-02-15,1,1,2,6,0,3,1,1,0.3,0.303,0.61,61%,0.1343,0.16971,3,92,95,150.0
9729,2012-02-15,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,65%,0.194,0.1518,3,318,321,489.0
9730,2012-02-15,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,61%,0.3582,0.11653999999999998,7,508,515,790.0
9731,2012-02-15,1,1,2,9,0,3,1,1,0.32,0.303,0.61,61%,0.3284,0.12547999999999998,5,226,231,359.0
9732,2012-02-15,1,1,2,10,0,3,1,1,0.34,0.303,0.57,56%,0.2985,0.14845,12,108,120,210.0
9733,2012-02-15,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,53%,0.2836,0.16692,13,125,138,239.5
9734,2012-02-15,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,46%,0.3881,0.14956999999999998,11,152,163,272.0
9735,2012-02-15,1,1,2,13,0,3,1,1,0.4,0.4091,0.43,43%,0.2836,0.19491999999999998,11,159,170,282.5
9736,2012-02-15,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,41%,0.3582,0.18653999999999998,6,128,134,216.0
9737,2012-02-15,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,41%,0.2239,0.22682999999999998,7,164,171,274.0
9738,2012-02-15,1,1,2,16,0,3,1,1,0.42,0.4242,0.38,38%,0.194,0.23579999999999998,9,222,231,369.0
9739,2012-02-15,1,1,2,17,0,3,1,1,0.42,0.4242,0.38,38%,0.194,0.23579999999999998,17,470,487,773.0
9740,2012-02-15,1,1,2,18,0,3,1,1,0.4,0.4091,0.4,40%,0.2239,0.21282999999999996,9,459,468,724.5
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,43%,0.1642,0.21673999999999996,9,302,311,489.0
9742,2012-02-15,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,46%,0.1642,0.20274,4,207,211,326.5
9743,2012-02-15,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,53%,0.1642,0.18874,8,170,178,287.0
9744,2012-02-15,1,1,2,22,0,3,1,1,0.34,0.3485,0.49,49%,0.1045,0.20665,3,104,107,168.0
9745,2012-02-15,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,53%,0.0896,0.21112,4,54,58,97.0
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.303,0.7,70%,0.1343,0.16971,1,22,23,37.0
9747,2012-02-16,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,70%,0.0,0.21,0,5,5,7.5
9748,2012-02-16,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,70%,0.0896,0.18312,1,6,7,13.0
9749,2012-02-16,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,61%,0.0,0.21,0,1,1,1.5
9750,2012-02-16,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,70%,0.0896,0.18312,0,3,3,4.5
9751,2012-02-16,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,70%,0.0,0.21,0,20,20,30.0
9752,2012-02-16,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,70%,0.0896,0.18312,4,83,87,140.5
9753,2012-02-16,1,1,2,7,0,4,1,2,0.3,0.303,0.7,70%,0.1343,0.16971,3,285,288,439.5
9754,2012-02-16,1,1,2,8,0,4,1,2,0.3,0.3182,0.7,70%,0.0896,0.18312,9,489,498,769.5
9755,2012-02-16,1,1,2,9,0,4,1,2,0.3,0.303,0.7,70%,0.1642,0.16074,3,199,202,310.5
9756,2012-02-16,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,70%,0.1343,0.18370999999999998,2,42,44,71.0
9757,2012-02-16,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,70%,0.1045,0.19265,2,69,71,111.5
9758,2012-02-16,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,76%,0.0896,0.19712,1,44,45,70.0
9759,2012-02-16,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,71%,0.2537,0.16188999999999998,2,62,64,101.0
9760,2012-02-16,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,81%,0.194,0.16579999999999998,1,30,31,49.0
9761,2012-02-16,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,76%,0.0,0.238,3,50,53,87.0
9762,2012-02-16,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,81%,0.0,0.238,8,110,118,197.0
9763,2012-02-16,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,87%,0.0,0.238,8,281,289,453.5
9764,2012-02-16,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,87%,0.1343,0.19771,8,345,353,549.5
9765,2012-02-16,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,87%,0.1642,0.17473999999999998,4,254,258,397.0
9766,2012-02-16,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,87%,0.1343,0.18370999999999998,5,211,216,336.5
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,81%,0.1045,0.20665,3,142,145,225.0
9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,81%,0.0,0.22399999999999998,3,108,111,174.0
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,81%,0.0896,0.19712,3,70,73,117.0
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,87%,0.0,0.21,2,32,34,56.0
9771,2012-02-17,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,93%,0.0,0.21,2,16,18,32.0
9772,2012-02-17,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,93%,0.1045,0.17865,1,11,12,20.5
9773,2012-02-17,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,93%,0.1045,0.16465000000000002,0,1,1,1.5
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,93%,0.194,0.1378,0,1,1,1.5
9775,2012-02-17,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,93%,0.1642,0.14674,0,16,16,24.0
9776,2012-02-17,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,96%,0.1343,0.15571000000000002,1,70,71,109.0
9777,2012-02-17,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,93%,0.1045,0.16465000000000002,4,222,226,349.0
9778,2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1.0,100%,0.0,0.182,4,516,520,790.0
9779,2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1.0,100%,0.0,0.182,8,275,283,444.5
9780,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,71%,0.2836,0.15292,13,103,116,206.5
9781,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,62%,0.4179,0.12663000000000002,9,133,142,235.5
9782,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,46%,0.3881,0.14956999999999998,21,177,198,349.5
9783,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,43%,0.3582,0.17253999999999997,34,171,205,392.5
9784,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,37%,0.3582,0.17253999999999997,33,137,170,337.5
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,35%,0.4179,0.16863,41,180,221,434.0
9786,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,32%,0.2985,0.20445,56,251,307,600.5
9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,32%,0.3284,0.19548,36,429,465,787.5
9788,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,35%,0.2537,0.20388999999999996,15,362,377,603.0
9789,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,37%,0.2239,0.19882999999999995,16,266,282,463.0
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,35%,0.194,0.22179999999999997,13,158,171,289.0
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,37%,0.194,0.20779999999999996,15,114,129,231.0
9792,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,40%,0.2239,0.18483,15,92,107,198.0
9793,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,40%,0.194,0.1938,10,72,82,148.0
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,42%,0.1642,0.18874,5,81,86,141.5
9795,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,49%,0.1642,0.17473999999999998,7,38,45,85.0
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,61%,0.2537,0.13389,6,39,45,82.5
9797,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,65%,0.1045,0.16465000000000002,3,15,18,34.5
9798,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,70%,0.0,0.182,3,4,7,18.0
9799,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,70%,0.0896,0.14112,0,1,1,1.5
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,70%,0.0,0.16799999999999998,1,8,9,16.0
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,70%,0.0,0.16799999999999998,8,33,41,81.5
9802,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,87%,0.0,0.154,10,92,102,178.0
9803,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,80%,0.1045,0.12265000000000001,22,116,138,262.0
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,81%,0.1045,0.15065,48,157,205,427.5
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,56%,0.1343,0.18370999999999998,102,184,286,684.0
9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,43%,0.194,0.1938,128,241,369,873.5
9807,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,43%,0.2836,0.19491999999999998,165,219,384,988.5
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,35%,0.3582,0.20054,183,244,427,1098.0
9809,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,41%,0.2537,0.21788999999999997,229,270,499,1321.0
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,44%,0.3284,0.20948,186,218,404,1071.0
9811,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,36%,0.2836,0.25092,142,222,364,901.0
9812,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,38%,0.2985,0.23245000000000002,70,176,246,544.0
9813,2012-02-18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,44%,0.1642,0.25873999999999997,38,150,188,377.0
9814,2012-02-18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,44%,0.1642,0.25873999999999997,25,123,148,284.5
9815,2012-02-18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,33%,0.2985,0.21845,25,89,114,233.5
9816,2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,40%,0.4478,0.14565999999999998,17,101,118,219.5
9817,2012-02-18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,40%,0.3881,0.13557000000000002,12,62,74,141.0
9818,2012-02-19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,39%,0.3582,0.13054,9,65,74,133.5
9819,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,39%,0.2537,0.14788999999999997,10,62,72,133.0
9820,2012-02-19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,36%,0.2836,0.12491999999999999,3,45,48,79.5
9821,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,36%,0.2239,0.14283,3,12,15,30.0
9822,2012-02-19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,41%,0.3881,0.07957000000000002,0,3,3,4.5
9823,2012-02-19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,48%,0.2985,0.09245,1,1,2,5.5
9824,2012-02-19,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,52%,0.3284,0.06947999999999997,0,5,5,7.5
9825,2012-02-19,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,52%,0.2836,0.08291999999999998,2,12,14,26.0
9826,2012-02-19,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,56%,0.194,0.10979999999999998,8,48,56,104.0
9827,2012-02-19,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,56%,0.2537,0.09188999999999999,20,73,93,189.5
9828,2012-02-19,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,52%,0.2537,0.10589,49,142,191,409.0
9829,2012-02-19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,56%,0.3284,0.08347999999999998,82,144,226,544.0
9830,2012-02-19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,52%,0.2537,0.11989000000000001,71,184,255,560.0
9831,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,49%,0.1642,0.16074,64,197,261,551.5
9832,2012-02-19,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,45%,0.194,0.16579999999999998,48,189,237,475.5
9833,2012-02-19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,49%,0.194,0.1518,85,168,253,592.0
9834,2012-02-19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,45%,0.2836,0.13892,62,150,212,473.0
9835,2012-02-19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,49%,0.2537,0.13389,22,135,157,290.5
9836,2012-02-19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,49%,0.3284,0.11147999999999998,23,144,167,308.0
9837,2012-02-19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,52%,0.2537,0.13389,18,101,119,223.5
9838,2012-02-19,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,52%,0.2836,0.12491999999999999,22,81,103,209.5
9839,2012-02-19,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,65%,0.1642,0.13274,3,33,36,61.5
9840,2012-02-19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,75%,0.0896,0.14112,8,47,55,102.5
9841,2012-02-19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,93%,0.1642,0.10474,5,30,35,65.0
9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,87%,0.0896,0.14112,5,36,41,74.0
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,87%,0.0896,0.14112,3,12,15,30.0
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,87%,0.0896,0.14112,1,19,20,32.5
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,81%,0.194,0.10979999999999998,0,8,8,12.0
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,60%,0.3582,0.06053999999999998,0,6,6,9.0
9847,2012-02-20,1,1,2,6,1,1,0,1,0.24,0.197,0.52,52%,0.4179,0.04263,1,9,10,17.5
9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,0.197,0.55,55%,0.3284,0.05547999999999999,2,42,44,71.0
9849,2012-02-20,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,59%,0.3582,0.032539999999999986,9,111,120,202.5
9850,2012-02-20,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,59%,0.3582,0.032539999999999986,12,98,110,195.0
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,0.197,0.55,55%,0.4478,0.01966000000000001,30,113,143,289.5
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,48%,0.3582,0.07454,45,163,208,424.5
9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,45%,0.2239,0.12883,65,216,281,584.0
9854,2012-02-20,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,42%,0.2836,0.12491999999999999,66,246,312,633.0
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,36%,0.194,0.16579999999999998,57,206,263,537.0
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,34%,0.2239,0.17082999999999998,54,235,289,568.5
9857,2012-02-20,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,28%,0.1045,0.22065,64,216,280,580.0
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,27%,0.2537,0.18988999999999995,27,226,253,447.0
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,34%,0.2239,0.17082999999999998,27,215,242,430.5
9860,2012-02-20,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,34%,0.2239,0.17082999999999998,8,164,172,278.0
9861,2012-02-20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,34%,0.194,0.1798,9,117,126,211.5
9862,2012-02-20,1,1,2,21,1,1,0,1,0.3,0.303,0.39,39%,0.1642,0.16074,8,90,98,167.0
9863,2012-02-20,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,45%,0.0896,0.18312,9,53,62,115.5
9864,2012-02-20,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,39%,0.0,0.21,0,26,26,39.0
9865,2012-02-21,1,1,2,0,0,2,1,1,0.26,0.303,0.65,65%,0.0,0.182,1,11,12,20.5
9866,2012-02-21,1,1,2,1,0,2,1,1,0.26,0.303,0.56,56%,0.0,0.182,0,7,7,10.5
9867,2012-02-21,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,60%,0.0,0.16799999999999998,0,3,3,4.5
9868,2012-02-21,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,64%,0.0,0.154,0,2,2,3.0
9869,2012-02-21,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,69%,0.0,0.13999999999999999,0,15,15,22.5
9870,2012-02-21,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,75%,0.0,0.13999999999999999,3,83,86,136.5
9871,2012-02-21,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,64%,0.0,0.154,6,273,279,433.5
9872,2012-02-21,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,69%,0.0896,0.11311999999999998,5,459,464,708.5
9873,2012-02-21,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,75%,0.1045,0.10865,6,211,217,340.5
9874,2012-02-21,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,70%,0.194,0.10979999999999998,8,77,85,147.5
9875,2012-02-21,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,70%,0.2836,0.09691999999999999,5,81,86,141.5
9876,2012-02-21,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,56%,0.3881,0.09357,16,147,163,284.5
9877,2012-02-21,1,1,2,13,0,2,1,1,0.34,0.303,0.49,49%,0.4179,0.11263000000000001,8,123,131,216.5
9878,2012-02-21,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,53%,0.3881,0.10756999999999999,16,108,124,226.0
9879,2012-02-21,1,1,2,15,0,2,1,1,0.34,0.303,0.49,49%,0.4179,0.11263000000000001,23,137,160,297.5
9880,2012-02-21,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,46%,0.4179,0.12663000000000002,14,240,254,416.0
9881,2012-02-21,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,40%,0.4478,0.13165999999999997,21,411,432,700.5
9882,2012-02-21,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,40%,0.4478,0.13165999999999997,11,414,425,665.0
9883,2012-02-21,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,46%,0.2985,0.16245,5,299,304,468.5
9884,2012-02-21,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,53%,0.2537,0.16188999999999998,4,223,227,350.5
9885,2012-02-21,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,61%,0.1642,0.18874,7,147,154,248.5
9886,2012-02-21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,71%,0.194,0.1798,3,97,100,157.5
9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,66%,0.2239,0.15682999999999997,1,46,47,73.0
9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,66%,0.2239,0.15682999999999997,5,19,24,48.5
9889,2012-02-22,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,70%,0.1343,0.18370999999999998,3,4,7,18.0
9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,66%,0.2836,0.15292,1,5,6,11.5
9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,71%,0.2239,0.17082999999999998,1,3,4,8.5
9892,2012-02-22,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,71%,0.1642,0.18874,0,2,2,3.0
9893,2012-02-22,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,70%,0.1045,0.19265,1,29,30,47.5
9894,2012-02-22,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,76%,0.1642,0.17473999999999998,5,85,90,147.5
9895,2012-02-22,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,76%,0.0896,0.19712,10,292,302,478.0
9896,2012-02-22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,75%,0.0896,0.18312,9,567,576,886.5
9897,2012-02-22,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,70%,0.0896,0.19712,11,241,252,405.5
9898,2012-02-22,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,71%,0.0896,0.21112,17,122,139,251.0
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,66%,0.1642,0.20274,22,149,171,311.5
9900,2012-02-22,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,62%,0.2836,0.19491999999999998,21,186,207,363.0
9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,54%,0.2985,0.20445,15,175,190,322.5
9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,54%,0.3284,0.20948,35,142,177,353.0
9903,2012-02-22,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,31%,0.4179,0.22463,34,161,195,377.5
9904,2012-02-22,1,1,2,16,0,3,1,1,0.52,0.5,0.29,28%,0.4627,0.22519,30,268,298,522.0
9905,2012-02-22,1,1,2,17,0,3,1,1,,0.5,0.32,32%,0.3881,,43,486,529,901.0
9906,2012-02-22,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,41%,0.3284,0.23747999999999997,42,483,525,892.5
9907,2012-02-22,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,44%,0.2836,0.23692000000000002,22,305,327,545.5
9908,2012-02-22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,47%,0.194,0.2498,25,249,274,473.5
9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,33%,0.2836,0.25092,19,220,239,406.0
9910,2012-02-22,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,47%,0.2537,0.23188999999999999,18,129,147,265.5
9911,2012-02-22,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,41%,0.2836,0.23692000000000002,5,57,62,105.5
9912,2012-02-23,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,47%,0.2537,0.23188999999999999,12,30,42,93.0
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,57%,0.2836,0.22292,3,12,15,30.0
9914,2012-02-23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,62%,0.2239,0.24083,5,4,9,26.0
9915,2012-02-23,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,67%,0.194,0.2498,2,4,6,14.0
9916,2012-02-23,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,76%,0.2239,0.21282999999999996,0,1,1,1.5
9917,2012-02-23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,76%,0.2239,0.21282999999999996,2,30,32,53.0
9918,2012-02-23,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,87%,0.194,0.1938,3,88,91,144.0
9919,2012-02-23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,81%,0.2239,0.18483,9,317,326,511.5
9920,2012-02-23,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,87%,0.194,0.1798,11,549,560,867.5
9921,2012-02-23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,81%,0.2537,0.17589,14,228,242,398.0
9922,2012-02-23,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,67%,0.194,0.23579999999999998,41,107,148,324.5
9923,2012-02-23,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,48%,0.2836,0.25092,54,128,182,408.0
9924,2012-02-23,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,42%,0.2537,0.27388999999999997,25,199,224,398.5
9925,2012-02-23,1,1,2,13,0,4,1,1,0.52,0.5,0.39,39%,0.194,0.30579999999999996,30,188,218,402.0
9926,2012-02-23,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,37%,0.2537,0.30189,36,156,192,378.0
9927,2012-02-23,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,33%,0.1343,0.33771,46,171,217,440.5
9928,2012-02-23,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,32%,0.0,0.392,45,298,343,627.0
9929,2012-02-23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,32%,0.1642,0.32874,49,561,610,1037.5
9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,37%,0.1343,0.33771,36,486,522,873.0
9931,2012-02-23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,39%,0.0896,0.32311999999999996,20,349,369,603.5
9932,2012-02-23,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,44%,0.1343,0.28171,23,246,269,461.0
9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,51%,0.2239,0.24083,17,205,222,375.5
9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,54%,0.2537,0.23188999999999999,19,118,137,253.0
9935,2012-02-23,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,54%,0.0,0.308,14,71,85,162.5
9936,2012-02-24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,57%,0.0896,0.28112,12,34,46,99.0
